Scope
Manufacturer	Model
Native Instruments	vst3.5653544E696638666D38000000000000.FM8

Remotable	Min	Max	Input type	Output type
Saturator Gain TL	0	4194304	Value	ValueOutput
Saturator Level BL	0	4194304	Value	ValueOutput
Saturator Level BR	0	4194304	Value	ValueOutput
Saturator Level TR	0	4194304	Value	ValueOutput
Saturator Level TL	0	4194304	Value	ValueOutput
Saturator Asymmetry BL	0	4194304	Value	ValueOutput
Saturator Asymmetry BR	0	4194304	Value	ValueOutput
Saturator Asymmetry TR	0	4194304	Value	ValueOutput
Saturator Asymmetry TL	0	4194304	Value	ValueOutput
Op. A Modulation Pitchbend Up	0	4194304	Value	ValueOutput
Op. B Modulation Pitchbend Up	0	4194304	Value	ValueOutput
Op. C Modulation Pitchbend Up	0	4194304	Value	ValueOutput
Op. D Modulation Pitchbend Up	0	4194304	Value	ValueOutput
Op. E Modulation Pitchbend Up	0	4194304	Value	ValueOutput
Op. F Modulation Pitchbend Up	0	4194304	Value	ValueOutput
Op. X Modulation Pitchbend Up	0	4194304	Value	ValueOutput
Op. Z Modulation Pitchbend Up	0	4194304	Value	ValueOutput
Pitch Modulation Pitchbend Up	0	4194304	Value	ValueOutput
Op. A Modulation Pitchbend Down	0	4194304	Value	ValueOutput
Op. B Modulation Pitchbend Down	0	4194304	Value	ValueOutput
Op. C Modulation Pitchbend Down	0	4194304	Value	ValueOutput
Op. D Modulation Pitchbend Down	0	4194304	Value	ValueOutput
Op. E Modulation Pitchbend Down	0	4194304	Value	ValueOutput
Op. F Modulation Pitchbend Down	0	4194304	Value	ValueOutput
Op. X Modulation Pitchbend Down	0	4194304	Value	ValueOutput
Op. Z Modulation Pitchbend Down	0	4194304	Value	ValueOutput
Pitch Modulation Pitchbend Down	0	4194304	Value	ValueOutput
Op. A Modulation Aftertouch	0	4194304	Value	ValueOutput
Op. B Modulation Aftertouch	0	4194304	Value	ValueOutput
Op. C Modulation Aftertouch	0	4194304	Value	ValueOutput
Op. D Modulation Aftertouch	0	4194304	Value	ValueOutput
Op. E Modulation Aftertouch	0	4194304	Value	ValueOutput
Op. F Modulation Aftertouch	0	4194304	Value	ValueOutput
Op. X Modulation Aftertouch	0	4194304	Value	ValueOutput
Op. Z Modulation Aftertouch	0	4194304	Value	ValueOutput
Pitch Modulation Aftertouch	0	4194304	Value	ValueOutput
Op. A Modulation Modwheel	0	4194304	Value	ValueOutput
Op. B Modulation Modwheel	0	4194304	Value	ValueOutput
Op. C Modulation Modwheel	0	4194304	Value	ValueOutput
Op. D Modulation Modwheel	0	4194304	Value	ValueOutput
Op. E Modulation Modwheel	0	4194304	Value	ValueOutput
Op. F Modulation Modwheel	0	4194304	Value	ValueOutput
Op. X Modulation Modwheel	0	4194304	Value	ValueOutput
Op. Z Modulation Modwheel	0	4194304	Value	ValueOutput
Pitch Modulation Modwheel	0	4194304	Value	ValueOutput
Op. A Modulation Breath Ctlr	0	4194304	Value	ValueOutput
Op. B Modulation Breath Ctlr	0	4194304	Value	ValueOutput
Op. C Modulation Breath Ctlr	0	4194304	Value	ValueOutput
Op. D Modulation Breath Ctlr	0	4194304	Value	ValueOutput
Op. E Modulation Breath Ctlr	0	4194304	Value	ValueOutput
Op. F Modulation Breath Ctlr	0	4194304	Value	ValueOutput
Op. X Modulation Breath Ctlr	0	4194304	Value	ValueOutput
Op. Z Modulation Breath Ctlr	0	4194304	Value	ValueOutput
Pitch Modulation Breath Ctlr	0	4194304	Value	ValueOutput
Op. A Modulation Controller 1	0	4194304	Value	ValueOutput
Op. B Modulation Controller 1	0	4194304	Value	ValueOutput
Op. C Modulation Controller 1	0	4194304	Value	ValueOutput
Op. D Modulation Controller 1	0	4194304	Value	ValueOutput
Op. E Modulation Controller 1	0	4194304	Value	ValueOutput
Op. F Modulation Controller 1	0	4194304	Value	ValueOutput
Op. X Modulation Controller 1	0	4194304	Value	ValueOutput
Op. Z Modulation Controller 1	0	4194304	Value	ValueOutput
Pitch Modulation Controller 1	0	4194304	Value	ValueOutput
Op. A Modulation Controller 2	0	4194304	Value	ValueOutput
Op. B Modulation Controller 2	0	4194304	Value	ValueOutput
Op. C Modulation Controller 2	0	4194304	Value	ValueOutput
Op. D Modulation Controller 2	0	4194304	Value	ValueOutput
Op. E Modulation Controller 2	0	4194304	Value	ValueOutput
Op. F Modulation Controller 2	0	4194304	Value	ValueOutput
Op. X Modulation Controller 2	0	4194304	Value	ValueOutput
Op. Z Modulation Controller 2	0	4194304	Value	ValueOutput
Pitch Modulation Controller 2	0	4194304	Value	ValueOutput
Op. A Modulation Input Envelope	0	4194304	Value	ValueOutput
Op. B Modulation Input Envelope	0	4194304	Value	ValueOutput
Op. C Modulation Input Envelope	0	4194304	Value	ValueOutput
Op. D Modulation Input Envelope	0	4194304	Value	ValueOutput
Op. E Modulation Input Envelope	0	4194304	Value	ValueOutput
Op. F Modulation Input Envelope	0	4194304	Value	ValueOutput
Op. X Modulation Input Envelope	0	4194304	Value	ValueOutput
Op. Z Modulation Input Envelope	0	4194304	Value	ValueOutput
Pitch Modulation Input Envelope	0	4194304	Value	ValueOutput
Op. A Modulation LFO 1	0	4194304	Value	ValueOutput
Op. B Modulation LFO 1	0	4194304	Value	ValueOutput
Op. C Modulation LFO 1	0	4194304	Value	ValueOutput
Op. D Modulation LFO 1	0	4194304	Value	ValueOutput
Op. E Modulation LFO 1	0	4194304	Value	ValueOutput
Op. F Modulation LFO 1	0	4194304	Value	ValueOutput
Op. X Modulation LFO 1	0	4194304	Value	ValueOutput
Op. Z Modulation LFO 1	0	4194304	Value	ValueOutput
Pitch Modulation LFO 1	0	4194304	Value	ValueOutput
Op. A Modulation LFO 1 * ATC	0	4194304	Value	ValueOutput
Op. B Modulation LFO 1 * ATC	0	4194304	Value	ValueOutput
Op. C Modulation LFO 1 * ATC	0	4194304	Value	ValueOutput
Op. D Modulation LFO 1 * ATC	0	4194304	Value	ValueOutput
Op. E Modulation LFO 1 * ATC	0	4194304	Value	ValueOutput
Op. F Modulation LFO 1 * ATC	0	4194304	Value	ValueOutput
Op. X Modulation LFO 1 * ATC	0	4194304	Value	ValueOutput
Op. Z Modulation LFO 1 * ATC	0	4194304	Value	ValueOutput
Pitch Modulation LFO 1 * ATC	0	4194304	Value	ValueOutput
Op. A Modulation LFO 1 * MW	0	4194304	Value	ValueOutput
Op. B Modulation LFO 1 * MW	0	4194304	Value	ValueOutput
Op. C Modulation LFO 1 * MW	0	4194304	Value	ValueOutput
Op. D Modulation LFO 1 * MW	0	4194304	Value	ValueOutput
Op. E Modulation LFO 1 * MW	0	4194304	Value	ValueOutput
Op. F Modulation LFO 1 * MW	0	4194304	Value	ValueOutput
Op. X Modulation LFO 1 * MW	0	4194304	Value	ValueOutput
Op. Z Modulation LFO 1 * MW	0	4194304	Value	ValueOutput
Pitch Modulation LFO 1 * MW	0	4194304	Value	ValueOutput
Op. A Modulation LFO 1 * BC	0	4194304	Value	ValueOutput
Op. B Modulation LFO 1 * BC	0	4194304	Value	ValueOutput
Op. C Modulation LFO 1 * BC	0	4194304	Value	ValueOutput
Op. D Modulation LFO 1 * BC	0	4194304	Value	ValueOutput
Op. E Modulation LFO 1 * BC	0	4194304	Value	ValueOutput
Op. F Modulation LFO 1 * BC	0	4194304	Value	ValueOutput
Op. X Modulation LFO 1 * BC	0	4194304	Value	ValueOutput
Op. Z Modulation LFO 1 * BC	0	4194304	Value	ValueOutput
Pitch Modulation LFO 1 * BC	0	4194304	Value	ValueOutput
Op. A Modulation LFO 1 * Ctrl 1	0	4194304	Value	ValueOutput
Op. B Modulation LFO 1 * Ctrl 1	0	4194304	Value	ValueOutput
Op. C Modulation LFO 1 * Ctrl 1	0	4194304	Value	ValueOutput
Op. D Modulation LFO 1 * Ctrl 1	0	4194304	Value	ValueOutput
Op. E Modulation LFO 1 * Ctrl 1	0	4194304	Value	ValueOutput
Op. F Modulation LFO 1 * Ctrl 1	0	4194304	Value	ValueOutput
Op. X Modulation LFO 1 * Ctrl 1	0	4194304	Value	ValueOutput
Op. Z Modulation LFO 1 * Ctrl 1	0	4194304	Value	ValueOutput
Pitch Modulation LFO 1 * Ctrl 1	0	4194304	Value	ValueOutput
Op. A Modulation LFO 1 * Ctrl 2	0	4194304	Value	ValueOutput
Op. B Modulation LFO 1 * Ctrl 2	0	4194304	Value	ValueOutput
Op. C Modulation LFO 1 * Ctrl 2	0	4194304	Value	ValueOutput
Op. D Modulation LFO 1 * Ctrl 2	0	4194304	Value	ValueOutput
Op. E Modulation LFO 1 * Ctrl 2	0	4194304	Value	ValueOutput
Op. F Modulation LFO 1 * Ctrl 2	0	4194304	Value	ValueOutput
Op. X Modulation LFO 1 * Ctrl 2	0	4194304	Value	ValueOutput
Op. Z Modulation LFO 1 * Ctrl 2	0	4194304	Value	ValueOutput
Pitch Modulation LFO 1 * Ctrl 2	0	4194304	Value	ValueOutput
Op. A Modulation LFO 2	0	4194304	Value	ValueOutput
Op. B Modulation LFO 2	0	4194304	Value	ValueOutput
Op. C Modulation LFO 2	0	4194304	Value	ValueOutput
Op. D Modulation LFO 2	0	4194304	Value	ValueOutput
Op. E Modulation LFO 2	0	4194304	Value	ValueOutput
Op. F Modulation LFO 2	0	4194304	Value	ValueOutput
Op. X Modulation LFO 2	0	4194304	Value	ValueOutput
Op. Z Modulation LFO 2	0	4194304	Value	ValueOutput
Pitch Modulation LFO 2	0	4194304	Value	ValueOutput
Op. A Modulation LFO 2 * ATC	0	4194304	Value	ValueOutput
Op. B Modulation LFO 2 * ATC	0	4194304	Value	ValueOutput
Op. C Modulation LFO 2 * ATC	0	4194304	Value	ValueOutput
Op. D Modulation LFO 2 * ATC	0	4194304	Value	ValueOutput
Op. E Modulation LFO 2 * ATC	0	4194304	Value	ValueOutput
Op. F Modulation LFO 2 * ATC	0	4194304	Value	ValueOutput
Op. X Modulation LFO 2 * ATC	0	4194304	Value	ValueOutput
Op. Z Modulation LFO 2 * ATC	0	4194304	Value	ValueOutput
Pitch Modulation LFO 2 * ATC	0	4194304	Value	ValueOutput
Op. A Modulation LFO 2 * MW	0	4194304	Value	ValueOutput
Op. B Modulation LFO 2 * MW	0	4194304	Value	ValueOutput
Op. C Modulation LFO 2 * MW	0	4194304	Value	ValueOutput
Op. D Modulation LFO 2 * MW	0	4194304	Value	ValueOutput
Op. E Modulation LFO 2 * MW	0	4194304	Value	ValueOutput
Op. F Modulation LFO 2 * MW	0	4194304	Value	ValueOutput
Op. X Modulation LFO 2 * MW	0	4194304	Value	ValueOutput
Op. Z Modulation LFO 2 * MW	0	4194304	Value	ValueOutput
Pitch Modulation LFO 2 * MW	0	4194304	Value	ValueOutput
Op. A Modulation LFO 2 * BC	0	4194304	Value	ValueOutput
Op. B Modulation LFO 2 * BC	0	4194304	Value	ValueOutput
Op. C Modulation LFO 2 * BC	0	4194304	Value	ValueOutput
Op. D Modulation LFO 2 * BC	0	4194304	Value	ValueOutput
Op. E Modulation LFO 2 * BC	0	4194304	Value	ValueOutput
Op. F Modulation LFO 2 * BC	0	4194304	Value	ValueOutput
Op. X Modulation LFO 2 * BC	0	4194304	Value	ValueOutput
Op. Z Modulation LFO 2 * BC	0	4194304	Value	ValueOutput
Pitch Modulation LFO 2 * BC	0	4194304	Value	ValueOutput
Op. A Modulation LFO 2 * Ctrl 1	0	4194304	Value	ValueOutput
Op. B Modulation LFO 2 * Ctrl 1	0	4194304	Value	ValueOutput
Op. C Modulation LFO 2 * Ctrl 1	0	4194304	Value	ValueOutput
Op. D Modulation LFO 2 * Ctrl 1	0	4194304	Value	ValueOutput
Op. E Modulation LFO 2 * Ctrl 1	0	4194304	Value	ValueOutput
Op. F Modulation LFO 2 * Ctrl 1	0	4194304	Value	ValueOutput
Op. X Modulation LFO 2 * Ctrl 1	0	4194304	Value	ValueOutput
Op. Z Modulation LFO 2 * Ctrl 1	0	4194304	Value	ValueOutput
Pitch Modulation LFO 2 * Ctrl 1	0	4194304	Value	ValueOutput
Op. A Modulation LFO 2 * Ctrl 2	0	4194304	Value	ValueOutput
Op. B Modulation LFO 2 * Ctrl 2	0	4194304	Value	ValueOutput
Op. C Modulation LFO 2 * Ctrl 2	0	4194304	Value	ValueOutput
Op. D Modulation LFO 2 * Ctrl 2	0	4194304	Value	ValueOutput
Op. E Modulation LFO 2 * Ctrl 2	0	4194304	Value	ValueOutput
Op. F Modulation LFO 2 * Ctrl 2	0	4194304	Value	ValueOutput
Op. X Modulation LFO 2 * Ctrl 2	0	4194304	Value	ValueOutput
Op. Z Modulation LFO 2 * Ctrl 2	0	4194304	Value	ValueOutput
Pitch Modulation LFO 2 * Ctrl 2	0	4194304	Value	ValueOutput
LFO 1 Invert	0	1	Value	ValueOutput
LFO 2 Invert	0	1	Value	ValueOutput
LFO 1 On/Off	0	1	Value	ValueOutput
Number of LFO1 Waveform	0	4194304	Value	ValueOutput
LFO 1 Rate	0	4194304	Value	ValueOutput
LFO 1 Delay Time	0	4194304	Value	ValueOutput
FreeRun or KeySync of LFO 1	0	1	Value	ValueOutput
MIDI Tempo Sync of LFO 1 Rate	0	1	Value	ValueOutput
Velocity Scaling of LFO 1 Rate	0	4194304	Value	ValueOutput
Key Scaling of LFO 1 Rate	0	4194304	Value	ValueOutput
LFO 2 On/Off	0	1	Value	ValueOutput
Number of LFO2 Waveform	0	4194304	Value	ValueOutput
LFO 2 Rate	0	4194304	Value	ValueOutput
LFO 2 Delay Time	0	4194304	Value	ValueOutput
FreeRun or KeySync of LFO 2	0	1	Value	ValueOutput
MIDI Tempo Sync of LFO 2 Rate	0	1	Value	ValueOutput
Velocity Scaling of LFO 2 Rate	0	4194304	Value	ValueOutput
Key Scaling of LFO 2 Rate	0	4194304	Value	ValueOutput
Pitchbend	0	4194304	Value	ValueOutput
Aftertouch	0	4194304	Value	ValueOutput
Modulation Wheel	0	4194304	Value	ValueOutput
Breath Controller	0	4194304	Value	ValueOutput
Controller 1	0	4194304	Value	ValueOutput
Controller 2	0	4194304	Value	ValueOutput
Hold Pedal	0	4194304	Value	ValueOutput
Sustenuto Pedal	0	4194304	Value	ValueOutput
Default	0	127	Value	ValueOutput
Number of Unison Voices	0	4194304	Value	ValueOutput
Unison Dynamic	0	4194304	Value	ValueOutput
Reserved158	0	4194304	Value	ValueOutput
Reserved159	0	4194304	Value	ValueOutput
Reserved160	0	4194304	Value	ValueOutput
Reserved161	0	4194304	Value	ValueOutput
Reserved162	0	4194304	Value	ValueOutput
Reserved163	0	4194304	Value	ValueOutput
Reserved164	0	4194304	Value	ValueOutput
Device Name	0	0	-	TextOutput
Patch Name	0	0	-	TextOutput
Select Patch Delta	0	0	Delta	TextOutput
Select Previous Patch	0	0	Trig	TextOutput
Select Next Patch	0	0	Trig	TextOutput
Select Program Delta	0	0	Delta	TextOutput
Select Previous Program	0	0	Trig	TextOutput
Select Next Program	0	0	Trig	TextOutput
Proxy Open Plugin Window	0	1	Toggle	ValueOutput
